guilt,dem,rep,,ind,age,educ,female,black,hispanic,income
1,0,1,1,0,33,14,0,0,0,22500
1,0,1,1,0,22,14,1,0,0,22500
1,0,1,1,0,64,14,0,0,0,22500
1,0,1,1,0,58,14,1,0,0,22500
0,0,1,1,0,25,14,1,1,0,22500
0,0,1,1,0,22,14,0,0,1,22500
0,0,1,1,0,31,14,1,0,0,22500
1,0,1,1,0,36,14,0,0,0,22500
0,0,1,1,0,24,14,1,0,0,22500
1,0,1,1,0,26,14,0,0,0,22500
1,0,1,1,0,75,14,1,0,0,22500
0,0,1,1,0,22,14,0,0,0,22500
1,0,1,1,0,63,14,0,0,0,22500
0,0,1,1,0,24,14,1,0,0,22500
1,0,1,1,0,90,14,1,0,0,22500
0,0,1,1,0,27,14,1,0,0,22500
0,0,1,1,0,66,14,1,0,0,22500
1,0,1,1,0,49,14,0,0,0,22500
1,0,1,1,0,43,14,1,0,0,22500
1,0,1,1,0,21,14,0,0,0,22500
0,0,1,1,0,30,14,0,1,0,22500
1,0,1,1,0,43,14,1,0,0,22500
1,0,1,1,0,79,14,0,0,0,22500
1,0,1,1,0,31,14,0,0,0,22500
1,0,1,1,0,71,14,1,0,0,22500
1,0,1,1,0,33,14,1,0,0,22500
1,0,1,1,0,30,14,0,0,0,22500
1,0,1,1,0,33,14,1,0,1,22500
1,0,1,1,0,42,14,1,0,0,22500
1,0,1,1,0,35,14,1,0,0,22500
0,0,1,1,0,25,14,1,1,0,22500
NA,0,1,1,0,29,14,0,0,0,22500
1,0,1,1,0,56,14,0,0,0,22500
0,0,1,1,0,56,14,0,1,0,22500
1,0,1,1,0,20,14,1,0,0,22500
1,0,1,1,0,29,14,0,0,0,22500
1,0,1,1,0,26,14,1,0,0,22500
1,0,1,1,0,32,14,1,0,0,22500
1,0,1,1,0,24,14,1,0,0,22500
1,0,1,1,0,48,14,1,0,0,22500
1,1,0,1,0,73,14,0,0,0,22500
0,1,0,1,0,57,14,0,0,0,22500
1,1,0,1,0,84,14,1,0,0,22500
NA,1,0,1,0,30,14,1,1,0,22500
NA,1,0,1,0,71,14,1,0,0,22500
0,1,0,1,0,36,14,1,1,0,22500
1,1,0,1,0,53,14,1,1,0,22500
1,1,0,1,0,37,14,1,0,0,22500
1,1,0,1,0,73,14,1,0,0,22500
0,1,0,1,0,28,14,0,1,0,22500
1,0,0,0,0,54,14,0,0,0,22500
1,1,0,1,0,32,14,1,0,0,22500
1,0,0,0,0,80,14,0,0,0,22500
1,1,0,1,0,64,14,1,0,0,22500
NA,1,0,1,0,71,14,1,1,0,22500
0,1,0,1,0,22,14,1,1,0,22500
0,1,0,1,0,40,14,1,1,0,22500
1,1,0,1,0,31,14,1,0,0,22500
1,1,0,1,0,77,14,0,0,0,22500
0,1,0,1,0,26,14,0,1,0,22500
0,1,0,1,0,33,14,1,1,0,22500
0,1,0,1,0,34,14,1,0,0,22500
0,1,0,1,0,45,14,0,1,0,22500
0,1,0,1,0,22,14,1,0,0,22500
0,1,0,1,0,53,14,1,0,0,22500
NA,1,0,1,0,70,14,0,0,0,22500
0,1,0,1,0,37,14,0,1,0,22500
1,1,0,1,0,49,14,1,0,0,22500
0,1,0,1,0,37,14,1,0,0,22500
NA,1,0,1,0,36,14,0,0,1,22500
0,1,0,1,0,44,14,0,1,0,22500
NA,0,0,0,0,83,14,1,0,0,22500
1,1,0,1,0,44,14,1,0,0,22500
1,1,0,1,0,65,14,0,0,0,22500
NA,1,0,1,0,30,14,1,1,0,22500
1,1,0,1,0,63,14,1,0,0,22500
1,0,0,0,0,23,14,1,0,0,22500
1,1,0,1,0,37,14,1,0,0,22500
1,1,0,1,0,67,14,0,0,0,22500
0,1,0,1,0,43,14,1,1,0,22500
NA,1,0,1,0,51,14,1,1,0,22500
NA,1,0,1,0,76,14,1,0,0,22500
1,1,0,1,0,40,14,1,0,0,22500
1,1,0,1,0,25,14,1,1,0,22500
1,1,0,1,0,36,14,1,0,0,22500
1,1,0,1,0,80,14,1,0,0,22500
0,1,0,1,0,42,14,1,1,0,22500
0,0,0,0,0,40,14,0,1,0,22500
1,0,0,0,0,26,14,1,0,0,22500
1,1,0,1,0,36,14,1,0,0,22500
1,1,0,1,0,25,14,0,0,1,22500
0,1,0,1,0,33,14,0,1,1,22500
1,0,0,0,0,28,14,1,1,0,22500
NA,1,0,1,0,85,14,0,0,0,22500
NA,1,0,1,0,29,14,1,1,0,22500
1,1,0,1,0,19,14,0,1,0,22500
1,1,0,1,0,34,14,0,0,0,22500
1,1,0,1,0,28,14,1,0,0,22500
0,0,1,1,0,26,5,1,0,0,22500
0,0,1,1,0,52,5,1,0,0,22500
NA,0,1,1,0,36,5,0,0,0,22500
1,0,1,1,0,33,5,0,0,0,22500
1,0,1,1,0,56,5,0,0,0,22500
1,0,1,1,0,55,5,0,0,0,22500
1,0,1,1,0,38,5,1,0,0,22500
NA,0,1,1,0,67,5,1,0,0,22500
0,0,1,1,0,46,5,0,0,0,22500
1,0,1,1,0,70,5,1,0,0,22500
1,0,1,1,0,65,5,1,0,0,22500
0,0,1,1,0,50,5,0,0,0,22500
1,0,1,1,0,66,5,0,0,0,22500
1,0,1,1,0,23,5,1,0,0,22500
1,0,1,1,0,39,5,0,0,0,22500
0,0,1,1,0,49,5,0,0,0,22500
0,0,1,1,0,54,5,1,1,0,22500
0,1,0,1,0,68,5,1,1,0,22500
0,1,0,1,0,31,5,1,1,0,22500
0,1,0,1,0,84,5,1,1,0,22500
0,1,0,1,0,43,5,1,1,0,22500
NA,1,0,1,0,62,5,1,0,0,22500
0,1,0,1,0,60,5,1,0,0,22500
NA,1,0,1,0,34,5,1,1,0,22500
NA,1,0,1,0,47,5,1,0,0,22500
0,1,0,1,0,79,5,1,0,0,22500
1,1,0,1,0,39,5,0,0,0,22500
1,1,0,1,0,45,5,0,0,0,22500
1,0,0,0,0,24,5,0,0,0,22500
NA,0,0,0,0,33,5,0,1,0,22500
1,1,0,1,0,81,5,0,0,0,22500
1,1,0,1,0,71,5,0,0,0,22500
0,0,0,0,0,36,5,1,0,1,22500
1,1,0,1,0,73,5,0,0,0,22500
1,1,0,1,0,70,5,0,0,0,22500
1,1,0,1,0,63,5,1,0,0,22500
1,0,0,0,0,33,5,0,0,0,22500
1,1,0,1,0,18,5,0,0,0,22500
1,0,0,0,0,78,5,1,0,0,22500
NA,1,0,1,0,80,5,0,0,0,22500
1,1,0,1,0,73,5,0,0,0,22500
0,1,0,1,0,67,5,1,1,0,22500
1,0,0,0,0,31,5,0,0,0,22500
0,0,0,0,0,43,5,1,1,0,22500
1,1,0,1,0,76,5,0,0,0,22500
NA,0,0,0,0,34,5,0,0,0,22500
0,1,0,1,0,23,5,1,1,0,22500
1,1,0,1,0,69,5,0,0,0,22500
1,1,0,1,0,65,5,1,0,0,22500
1,0,0,0,0,28,5,0,0,0,22500
NA,1,0,1,0,80,5,1,1,0,22500
1,0,0,0,0,35,5,1,1,0,22500
0,1,0,1,0,37,5,0,0,0,22500
0,1,0,1,0,35,5,1,0,0,22500
1,1,0,1,0,49,5,1,1,0,22500
1,1,0,1,0,71,5,0,0,0,22500
0,0,0,0,0,50,5,1,1,0,22500
1,0,1,1,0,52,12,1,0,0,22500
1,0,1,1,0,75,12,1,0,0,22500
1,0,1,1,0,26,12,1,0,0,22500
1,0,1,1,0,25,12,0,0,0,22500
0,0,1,1,0,29,12,1,0,0,22500
NA,0,1,1,0,42,12,1,0,0,22500
1,0,1,1,0,74,12,1,0,0,22500
1,0,1,1,0,64,12,1,0,0,22500
0,0,1,1,0,36,12,0,0,0,22500
1,0,1,1,0,26,12,1,0,0,22500
1,0,1,1,0,32,12,0,0,0,22500
1,0,1,1,0,40,12,1,0,0,22500
1,0,1,1,0,32,12,1,0,0,22500
1,0,1,1,0,72,12,0,0,0,22500
NA,0,1,1,0,67,12,1,0,0,22500
0,0,1,1,0,48,12,1,1,0,22500
1,0,1,1,0,23,12,0,0,1,22500
0,0,1,1,0,19,12,1,0,0,22500
1,0,1,1,0,38,12,1,0,0,22500
0,0,1,1,0,79,12,1,0,0,22500
1,0,1,1,0,24,12,1,0,0,22500
0,0,1,1,0,26,12,1,1,0,22500
1,0,1,1,0,42,12,1,0,0,22500
NA,0,1,1,0,25,12,1,0,0,22500
1,0,1,1,0,23,12,1,0,0,22500
1,0,1,1,0,21,12,1,1,0,22500
0,0,1,1,0,23,12,0,0,0,22500
0,0,1,1,0,20,12,0,0,0,22500
1,0,1,1,0,63,12,0,0,0,22500
NA,0,1,1,0,71,12,1,0,0,22500
1,0,1,1,0,57,12,1,0,0,22500
0,0,1,1,0,68,12,1,0,0,22500
1,0,1,1,0,37,12,0,0,0,22500
1,0,1,1,0,78,12,0,0,0,22500
1,0,1,1,0,58,12,0,0,0,22500
1,0,1,1,0,18,12,0,0,1,22500
1,0,1,1,0,22,12,1,0,0,22500
NA,0,1,1,0,69,12,0,0,0,22500
1,0,1,1,0,67,12,1,0,0,22500
0,0,1,1,0,18,12,1,1,0,22500
1,0,1,1,0,85,12,0,0,0,22500
0,0,1,1,0,42,12,0,1,0,22500
1,0,1,1,0,41,12,1,1,1,22500
NA,0,1,1,0,26,12,0,0,0,22500
1,0,1,1,0,40,12,0,0,0,22500
1,0,1,1,0,68,12,1,0,0,22500
0,0,1,1,0,30,12,1,0,1,22500
0,0,1,1,0,36,12,0,0,0,22500
1,0,1,1,0,21,12,0,0,0,22500
NA,0,1,1,0,60,12,1,0,0,22500
1,0,1,1,0,31,12,0,0,1,22500
1,0,1,1,0,53,12,1,0,0,22500
NA,0,1,1,0,46,12,0,0,1,22500
1,0,1,1,0,79,12,0,0,0,22500
1,0,1,1,0,35,12,0,0,0,22500
1,0,1,1,0,39,12,0,0,0,22500
1,0,1,1,0,27,12,0,0,0,22500
NA,0,1,1,0,37,12,0,0,0,22500
0,1,0,1,0,49,12,1,1,0,22500
0,1,0,1,0,20,12,1,1,0,22500
0,0,0,0,0,70,12,1,0,0,22500
1,1,0,1,0,61,12,1,0,0,22500
NA,1,0,1,0,45,12,1,0,1,22500
1,0,0,0,0,22,12,1,0,0,22500
0,1,0,1,0,19,12,1,0,1,22500
NA,1,0,1,0,35,12,1,0,0,22500
1,1,0,1,0,38,12,1,0,1,22500
1,1,0,1,0,27,12,1,0,1,22500
1,1,0,1,0,70,12,0,0,0,22500
1,1,0,1,0,40,12,0,0,0,22500
1,1,0,1,0,44,12,1,0,0,22500
0,1,0,1,0,26,12,0,0,0,22500
NA,1,0,1,0,70,12,1,0,0,22500
0,1,0,1,0,28,12,0,1,0,22500
1,1,0,1,0,63,12,1,0,0,22500
0,1,0,1,0,21,12,0,1,0,22500
1,0,0,0,0,35,12,1,0,1,22500
1,0,0,0,0,50,12,0,0,0,22500
NA,1,0,1,0,59,12,1,0,0,22500
1,1,0,1,0,57,12,0,0,0,22500
1,1,0,1,0,60,12,1,0,0,22500
0,0,0,0,0,49,12,1,1,0,22500
1,1,0,1,0,25,12,1,1,0,22500
0,0,0,0,0,65,12,1,1,0,22500
1,1,0,1,0,48,12,1,0,0,22500
0,1,0,1,0,37,12,1,0,0,22500
0,1,0,1,0,38,12,1,1,0,22500
1,1,0,1,0,40,12,1,0,0,22500
0,1,0,1,0,47,12,1,1,0,22500
1,1,0,1,0,31,12,1,0,0,22500
0,0,0,0,0,46,12,0,0,0,22500
0,1,0,1,0,19,12,0,0,0,22500
0,1,0,1,0,31,12,1,1,0,22500
1,1,0,1,0,54,12,1,0,0,22500
1,1,0,1,0,90,12,1,0,0,22500
1,1,0,1,0,80,12,1,0,0,22500
1,0,0,0,0,62,12,1,0,0,22500
0,1,0,1,0,80,12,0,0,0,22500
1,0,0,0,0,27,12,0,0,0,22500
1,0,0,0,0,22,12,1,0,0,22500
0,1,0,1,0,41,12,1,1,0,22500
0,1,0,1,0,50,12,1,1,0,22500
1,1,0,1,0,43,12,1,0,1,22500
0,1,0,1,0,73,12,1,1,0,22500
NA,0,0,0,0,56,12,1,0,0,22500
0,0,0,0,0,21,12,1,0,0,22500
1,0,0,0,0,58,12,1,0,0,22500
1,0,0,0,0,34,12,0,0,0,22500
0,1,0,1,0,29,12,0,1,0,22500
NA,1,0,1,0,35,12,1,1,0,22500
0,1,0,1,0,39,12,1,1,0,22500
NA,1,0,1,0,29,12,1,1,0,22500
1,1,0,1,0,65,12,1,0,1,22500
0,0,0,0,0,37,12,1,0,0,22500
1,0,0,0,0,64,12,0,0,0,22500
1,1,0,1,0,20,12,0,0,1,22500
NA,1,0,1,0,80,12,1,1,0,22500
0,1,0,1,0,24,12,0,0,0,22500
1,1,0,1,0,32,12,1,0,1,22500
1,1,0,1,0,32,12,1,0,1,22500
1,1,0,1,0,28,12,1,1,0,22500
1,1,0,1,0,37,12,0,0,0,22500
0,1,0,1,0,25,12,1,1,0,22500
1,1,0,1,0,33,12,1,0,1,22500
1,1,0,1,0,20,12,1,0,1,22500
0,1,0,1,0,41,12,1,1,0,22500
0,0,0,0,0,42,12,1,0,0,22500
1,1,0,1,0,99,12,1,0,0,22500
1,1,0,1,0,37,12,0,0,1,22500
1,0,0,0,0,29,12,1,0,0,22500
1,1,0,1,0,72,12,0,0,0,22500
1,1,0,1,0,45,12,0,0,0,22500
1,1,0,1,0,69,12,1,0,0,22500
1,1,0,1,0,76,12,1,0,0,22500
NA,1,0,1,0,64,12,1,1,0,22500
1,1,0,1,0,30,12,0,0,0,22500
0,1,0,1,0,28,12,1,0,0,22500
NA,1,0,1,0,58,12,1,0,0,22500
NA,1,0,1,0,24,12,1,1,0,22500
1,1,0,1,0,35,12,1,0,0,22500
1,1,0,1,0,21,12,1,0,0,22500
0,1,0,1,0,29,12,1,1,0,22500
1,1,0,1,0,37,12,1,0,0,22500
1,1,0,1,0,42,12,1,0,0,22500
1,0,0,0,0,76,12,0,0,0,22500
1,1,0,1,0,34,12,1,0,0,22500
0,1,0,1,0,50,12,0,1,0,22500
0,1,0,1,0,54,12,0,1,0,22500
1,1,0,1,0,34,12,1,0,0,22500
0,1,0,1,0,47,12,1,1,0,22500
0,1,0,1,0,44,12,1,1,0,22500
0,1,0,1,0,78,12,1,1,0,22500
0,1,0,1,0,32,12,1,1,0,22500
0,1,0,1,0,37,12,1,0,0,22500
1,1,0,1,0,19,12,0,0,1,22500
1,1,0,1,0,68,12,0,0,0,22500
0,1,0,1,0,30,12,0,0,0,22500
0,1,0,1,0,36,12,0,0,0,22500
1,0,0,0,0,34,12,1,0,0,22500
0,0,0,0,0,25,12,0,0,1,22500
0,1,0,1,0,18,12,1,1,0,22500
1,1,0,1,0,73,12,1,0,0,22500
1,1,0,1,0,51,12,1,0,0,22500
1,0,0,0,0,56,12,1,0,0,22500
0,1,0,1,0,24,12,1,1,0,22500
NA,1,0,1,0,60,12,0,0,1,22500
1,0,0,0,0,73,12,0,0,0,22500
0,1,0,1,0,24,12,1,1,0,22500
0,0,0,0,0,31,12,1,1,0,22500
1,1,0,1,0,41,12,0,0,0,22500
1,0,0,0,0,73,12,1,0,0,22500
1,0,0,0,0,62,12,1,0,0,22500
1,1,0,1,0,53,12,1,0,0,22500
NA,1,0,1,0,36,12,0,0,1,22500
0,1,0,1,0,62,12,0,1,0,22500
1,1,0,1,0,39,12,0,1,0,22500
NA,1,0,1,0,72,12,1,1,0,22500
0,1,0,1,0,34,12,1,0,1,22500
1,1,0,1,0,39,12,0,0,0,22500
NA,1,0,1,0,32,12,1,0,0,22500
0,1,0,1,0,38,12,1,1,1,22500
0,1,0,1,0,38,12,0,0,0,22500
1,1,0,1,0,43,12,1,0,0,22500
1,0,0,0,0,31,12,0,0,0,22500
1,1,0,1,0,64,12,0,0,0,22500
1,0,1,1,0,26,16,0,0,0,22500
1,0,1,1,0,83,16,1,0,0,22500
1,0,1,1,0,87,16,1,0,0,22500
1,0,1,1,0,55,16,1,0,0,22500
1,0,1,1,0,38,16,0,0,0,22500
1,0,1,1,0,35,16,1,0,0,22500
1,0,1,1,0,38,16,0,0,1,22500
1,0,1,1,0,27,16,1,0,0,22500
0,0,1,1,0,32,16,0,0,0,22500
1,0,1,1,0,37,16,1,0,0,22500
1,0,1,1,0,71,16,0,0,0,22500
1,0,1,1,0,60,16,0,0,0,22500
1,0,1,1,0,44,16,0,0,0,22500
1,0,1,1,0,47,16,0,0,0,22500
0,0,1,1,0,29,16,1,0,0,22500
1,0,1,1,0,53,16,1,0,0,22500
1,0,1,1,0,22,16,0,0,0,22500
1,0,1,1,0,47,16,0,0,0,22500
1,0,1,1,0,65,16,0,0,0,22500
0,0,1,1,0,70,16,1,0,0,22500
1,1,0,1,0,34,16,0,0,0,22500
1,1,0,1,0,64,16,1,0,0,22500
0,1,0,1,0,30,16,1,0,0,22500
1,1,0,1,0,33,16,0,0,0,22500
1,1,0,1,0,31,16,1,1,0,22500
1,1,0,1,0,29,16,0,0,0,22500
0,1,0,1,0,60,16,1,1,0,22500
0,1,0,1,0,41,16,1,1,0,22500
1,1,0,1,0,26,16,1,0,1,22500
NA,1,0,1,0,38,16,1,0,0,22500
NA,1,0,1,0,22,16,1,0,0,22500
1,1,0,1,0,49,16,1,0,0,22500
1,1,0,1,0,27,16,1,0,0,22500
0,1,0,1,0,73,16,1,1,1,22500
0,1,0,1,0,26,16,1,0,0,22500
NA,1,0,1,0,52,16,1,0,0,22500
NA,1,0,1,0,99,16,1,1,0,22500
1,1,0,1,0,52,16,1,0,0,22500
1,1,0,1,0,40,16,1,0,1,22500
1,1,0,1,0,25,16,1,1,0,22500
0,0,0,0,0,72,16,0,1,0,22500
0,1,0,1,0,31,16,1,1,0,22500
1,1,0,1,0,28,16,1,0,0,22500
1,1,0,1,0,34,16,0,0,0,22500
1,1,0,1,0,65,16,1,0,0,22500
0,1,0,1,0,42,16,1,0,0,22500
1,0,0,0,0,65,16,1,0,0,22500
0,1,0,1,0,56,16,1,0,0,22500
1,1,0,1,0,45,16,0,0,0,22500
1,1,0,1,0,30,16,1,0,0,22500
1,1,0,1,0,24,16,1,0,0,22500
0,1,0,1,0,35,16,1,1,0,22500
1,1,0,1,0,24,16,1,0,0,22500
0,1,0,1,0,27,16,0,1,0,22500
NA,1,0,1,0,28,16,0,0,0,22500
1,1,0,1,0,44,16,0,0,0,22500
1,1,0,1,0,32,16,1,0,0,22500
0,1,0,1,0,28,16,0,1,0,22500
1,1,0,1,0,27,16,0,0,0,22500
1,1,0,1,0,33,16,1,0,1,22500
1,1,0,1,0,73,16,0,0,0,22500
0,1,0,1,0,62,16,0,1,0,22500
1,1,0,1,0,22,16,0,0,0,22500
1,1,0,1,0,26,16,1,0,1,22500
1,0,1,1,0,67,14,1,0,0,40000
1,0,1,1,0,73,14,0,0,1,40000
1,0,1,1,0,27,14,0,0,0,40000
0,0,1,1,0,24,14,0,0,0,40000
1,0,1,1,0,29,14,1,0,0,40000
NA,0,1,1,0,27,14,0,0,0,40000
1,0,1,1,0,42,14,1,0,0,40000
0,0,1,1,0,30,14,0,1,0,40000
1,0,1,1,0,62,14,1,0,0,40000
NA,0,1,1,0,73,14,1,0,0,40000
NA,0,1,1,0,36,14,0,0,0,40000
0,0,1,1,0,39,14,1,0,0,40000
1,0,1,1,0,22,14,1,0,0,40000
0,0,1,1,0,54,14,0,0,0,40000
1,0,1,1,0,31,14,1,0,0,40000
1,0,1,1,0,35,14,0,0,0,40000
1,0,1,1,0,60,14,1,0,1,40000
NA,0,1,1,0,42,14,0,0,0,40000
1,0,1,1,0,35,14,1,0,0,40000
1,0,1,1,0,61,14,1,0,0,40000
NA,0,1,1,0,32,14,1,0,0,40000
1,0,1,1,0,19,14,0,0,0,40000
1,0,1,1,0,28,14,0,0,0,40000
NA,0,1,1,0,40,14,1,0,0,40000
0,0,1,1,0,79,14,1,0,0,40000
1,0,1,1,0,20,14,1,0,0,40000
0,0,1,1,0,22,14,1,0,0,40000
0,0,1,1,0,27,14,0,0,0,40000
1,0,1,1,0,56,14,0,0,0,40000
1,0,1,1,0,53,14,1,0,0,40000
1,0,1,1,0,40,14,0,0,0,40000
1,0,1,1,0,40,14,1,0,0,40000
1,0,1,1,0,41,14,0,0,0,40000
1,0,1,1,0,53,14,0,0,0,40000
1,0,1,1,0,78,14,1,0,0,40000
1,0,1,1,0,42,14,0,0,0,40000
0,0,1,1,0,41,14,1,0,0,40000
1,0,1,1,0,30,14,0,0,0,40000
1,0,1,1,0,43,14,1,0,0,40000
1,0,1,1,0,61,14,1,0,0,40000
0,0,1,1,0,37,14,1,0,0,40000
1,0,1,1,0,20,14,0,0,0,40000
1,0,1,1,0,41,14,1,0,0,40000
1,0,1,1,0,22,14,0,0,1,40000
0,0,1,1,0,27,14,1,0,0,40000
1,0,1,1,0,55,14,0,0,0,40000
1,0,1,1,0,62,14,1,0,0,40000
1,0,1,1,0,40,14,1,0,1,40000
1,0,1,1,0,51,14,0,0,0,40000
1,0,1,1,0,30,14,0,0,0,40000
0,0,1,1,0,30,14,1,1,0,40000
NA,0,1,1,0,20,14,1,0,0,40000
NA,0,1,1,0,49,14,1,0,0,40000
0,0,1,1,0,42,14,0,0,0,40000
NA,0,1,1,0,19,14,1,0,1,40000
1,0,1,1,0,59,14,0,0,1,40000
NA,0,1,1,0,34,14,1,1,0,40000
1,0,1,1,0,70,14,1,0,0,40000
1,0,1,1,0,27,14,1,0,0,40000
1,0,1,1,0,60,14,0,0,0,40000
1,0,1,1,0,34,14,0,0,0,40000
1,0,1,1,0,37,14,0,0,0,40000
0,1,0,1,0,70,14,1,0,0,40000
1,1,0,1,0,72,14,1,0,0,40000
NA,0,0,0,0,32,14,0,0,0,40000
0,1,0,1,0,29,14,1,0,0,40000
1,1,0,1,0,32,14,0,0,1,40000
1,1,0,1,0,37,14,1,0,0,40000
0,1,0,1,0,45,14,1,1,0,40000
1,1,0,1,0,70,14,1,0,0,40000
0,1,0,1,0,37,14,1,0,0,40000
0,1,0,1,0,62,14,1,0,0,40000
1,1,0,1,0,35,14,1,1,0,40000
1,1,0,1,0,62,14,0,0,0,40000
0,1,0,1,0,37,14,1,1,0,40000
NA,1,0,1,0,42,14,1,1,0,40000
0,1,0,1,0,47,14,0,1,0,40000
1,1,0,1,0,41,14,1,0,0,40000
1,0,0,0,0,44,14,0,0,0,40000
1,0,0,0,0,35,14,1,0,0,40000
1,1,0,1,0,46,14,1,0,0,40000
1,1,0,1,0,38,14,1,0,1,40000
1,0,0,0,0,50,14,0,0,0,40000
1,1,0,1,0,37,14,0,1,0,40000
1,0,0,0,0,45,14,0,0,0,40000
0,1,0,1,0,42,14,0,1,0,40000
1,1,0,1,0,41,14,0,0,0,40000
1,1,0,1,0,48,14,1,0,0,40000
0,1,0,1,0,20,14,1,1,0,40000
0,1,0,1,0,49,14,1,0,0,40000
1,1,0,1,0,23,14,0,0,0,40000
0,1,0,1,0,41,14,1,1,0,40000
0,1,0,1,0,31,14,1,1,0,40000
1,1,0,1,0,59,14,1,1,0,40000
1,0,0,0,0,32,14,0,1,0,40000
0,1,0,1,0,46,14,0,1,0,40000
0,1,0,1,0,52,14,1,0,0,40000
0,1,0,1,0,33,14,0,1,0,40000
1,1,0,1,0,43,14,0,0,0,40000
0,1,0,1,0,50,14,1,0,0,40000
0,1,0,1,0,27,14,1,0,0,40000
0,1,0,1,0,56,14,1,0,0,40000
1,1,0,1,0,38,14,0,0,0,40000
0,0,0,0,0,70,14,1,0,0,40000
1,1,0,1,0,30,14,0,0,0,40000
0,1,0,1,0,44,14,1,1,0,40000
0,1,0,1,0,91,14,0,0,0,40000
0,0,0,0,0,32,14,0,1,0,40000
0,1,0,1,0,41,14,1,1,0,40000
1,1,0,1,0,24,14,0,0,1,40000
0,1,0,1,0,24,14,1,1,0,40000
